mag,mapped_reads,mag_length,total_decon_sample_reads,sample_id,rpkm
samp_4305,50,3905470,7782968,samp_4345,1.6449452720947635e-6
samp_4344,140,4351921,7782968,samp_4345,4.133346251704069e-6
samp_4380,409,4773271,7782968,samp_4345,1.100935741729077e-5
samp_468,50,4238051,7782968,samp_4345,1.5158582121375929e-6
samp_471,681,4577490,7782968,samp_4345,1.911500706475035e-5
samp_477,2066,4344744,7782968,samp_4345,6.109713987657362e-5
samp_481,336,3602070,7782968,samp_4345,1.1985106132681858e-5
samp_507,145,3568765,7782968,samp_4345,5.2204123259007015e-6
samp_2059,2207,3786874,13867684,samp_4346,4.202595015490479e-5
samp_2073,2983,4337595,13867684,samp_4346,4.959070892737571e-5
samp_3937,239,4108029,13867684,samp_4346,4.195275281919926e-6
samp_4305,86,3905470,13867684,samp_4346,1.5878929050358753e-6
samp_4344,231,4351921,13867684,samp_4346,3.827604353862475e-6
samp_4380,704,4773271,13867684,samp_4346,1.063537065847153e-5
samp_468,40,4238051,13867684,samp_4346,6.805967576188842e-7
samp_471,1867,4577490,13867684,samp_4346,2.9411215737992968e-5
samp_477,3464,4344744,13867684,samp_4346,5.7492309423697335e-5
samp_481,383,3602070,13867684,samp_4346,7.667304103005972e-6
samp_507,236,3568765,13867684,samp_4346,4.768591442254806e-6
samp_2059,2645,3786874,17487386,samp_4347,3.994109112096125e-5
samp_2073,1319,4337595,17487386,samp_4347,1.7388851537502702e-5
samp_3937,323,4108029,17487386,samp_4347,4.496184511377269e-6
samp_4305,9,3905470,17487386,samp_4347,1.3177842329343397e-7
samp_4344,782,4351921,17487386,samp_4347,1.027545007868912e-5
samp_4380,660,4773271,17487386,samp_4347,7.906839938507413e-6
samp_468,8,4238051,17487386,samp_4347,1.0794410057721925e-7
samp_471,1810,4577490,17487386,samp_4347,2.2611338641527503e-5
samp_477,1027,4344744,17487386,samp_4347,1.351703240993773e-5
samp_481,166,3602070,17487386,samp_4347,2.635305954757745e-6
samp_507,412,3568765,17487386,samp_4347,6.601678472766434e-6
samp_2059,24530,3786874,4843766,samp_4348,0.00133731445413379
samp_2073,1124,4337595,4843766,samp_4348,5.3497582505255016e-5
samp_3937,2861,4108029,4843766,samp_4348,1.437809016064912e-4
samp_4305,16847,3905470,4843766,samp_4348,8.90566009648233e-4
samp_4344,1517,4351921,4843766,samp_4348,7.196501550692453e-5
samp_4380,1970,4773271,4843766,samp_4348,8.520537257781725e-5
samp_468,8970,4238051,4843766,samp_4348,4.369614359558606e-4
samp_471,890,4577490,4843766,samp_4348,4.014019223303007e-5
samp_477,1030,4344744,4843766,samp_4348,4.89429201991322e-5
samp_481,317,3602070,4843766,samp_4348,1.8168704414653516e-5
samp_507,1437,3568765,4843766,samp_4348,8.31295946283871e-5
samp_2059,177132,3786874,227216326,samp_4349,2.0586221340209625e-4
samp_2073,16483,4337595,227216326,samp_4349,1.6724291393601934e-5
samp_3937,29091,4108029,227216326,samp_4349,3.116632652327352e-5
samp_4305,104437,3905470,227216326,samp_4349,1.1769053815767312e-4
samp_4344,23876,4351921,227216326,samp_4349,2.414576858350881e-5
samp_4380,25171,4773271,227216326,samp_4349,2.3208380952664564e-5
samp_468,54390,4238051,227216326,samp_4349,5.648242664869837e-5
samp_471,17738,4577490,227216326,samp_4349,1.7054449805032278e-5
samp_477,20703,4344744,227216326,samp_4349,2.0971502995368047e-5
samp_481,4081,3602070,227216326,samp_4349,4.98625991913543e-6
samp_507,29060,3568765,227216326,samp_4349,3.5837534643745524e-5
samp_2059,40288,3786874,68061046,samp_4350,1.5631340877416588e-4
samp_2073,13737,4337595,68061046,samp_4350,4.653120284728375e-5
samp_3937,10438,4108029,68061046,samp_4350,3.733233656126642e-5
samp_4305,22014,3905470,68061046,samp_4350,8.28184382908335e-5
samp_4344,10731,4351921,68061046,samp_4350,3.6229352519814976e-5
samp_4380,11905,4773271,68061046,samp_4350,3.66449968366696e-5
samp_468,15046,4238051,68061046,samp_4350,5.216224318918379e-5
samp_471,26439,4577490,68061046,samp_4350,8.4863121316919e-5
samp_477,9004,4344744,68061046,samp_4350,3.0448974809579107e-5
samp_481,1799,3602070,68061046,samp_4350,7.338045422783494e-6
samp_507,18605,3568765,68061046,samp_4350,7.659723698990442e-5
samp_2059,274737,3786874,248282992,samp_4351,2.9220613248271467e-4
samp_2073,15615,4337595,248282992,samp_4351,1.4499266041004649e-5
samp_3937,41660,4108029,248282992,samp_4351,4.084499004200382e-5
samp_4305,149992,3905470,248282992,samp_4351,1.5468486393287948e-4
samp_4344,35854,4351921,248282992,samp_4351,3.318254108321591e-5
samp_4380,36391,4773271,248282992,samp_4351,3.0706543149907124e-5
samp_468,80067,4238051,248282992,samp_4351,7.609224672928762e-5
samp_471,16355,4577490,248282992,samp_4351,1.439050961251975e-5
samp_477,20712,4344744,248282992,samp_4351,1.9200426462268737e-5
samp_481,3468,3602070,248282992,samp_4351,3.877751461065511e-6
samp_507,60722,3568765,248282992,samp_4351,6.853006538155272e-5
samp_2059,237011,3786874,132110516,samp_4352,4.737511297908176e-4
samp_2073,23913,4337595,132110516,samp_4352,4.172993184342598e-5
samp_3937,27309,4108029,132110516,samp_4352,5.031933671757337e-5
samp_4305,143086,3905470,132110516,samp_4352,2.773233566236493e-4
samp_4344,18983,4351921,132110516,samp_4352,3.3017672527476524e-5
samp_4380,23374,4773271,132110516,samp_4352,3.706632752697916e-5
samp_468,78383,4238051,132110516,samp_4352,1.3999686613666424e-4
samp_471,43392,4577490,132110516,samp_4352,7.175379488438762e-5
samp_477,13139,4344744,132110516,samp_4352,2.2890787390033175e-5
samp_481,2734,3602070,132110516,samp_4352,5.745250550954731e-6
samp_507,31966,3568765,132110516,samp_4352,6.780050915942631e-5
samp_2059,25117,3786874,50774630,samp_4353,1.3062916268578615e-4
samp_2073,13066,4337595,50774630,samp_4353,5.9326248545687376e-5
samp_3937,660475,4108029,50774630,samp_4353,0.00316647537844069
samp_4305,16972,3905470,50774630,samp_4353,8.55880141189792e-5
samp_4344,392252,4351921,50774630,samp_4353,0.00177515956237809
samp_4380,575535,4773271,50774630,samp_4353,0.00237470069998119
samp_468,15587,4238051,50774630,samp_4353,7.243518763255392e-5
samp_471,8382,4577490,50774630,samp_4353,3.6063966001506065e-5
samp_477,5110,4344744,50774630,samp_4353,2.3163807154950603e-5
samp_481,3751,3602070,50774630,samp_4353,2.0509173000055365e-5
samp_507,377892,3568765,50774630,samp_4353,0.00208546535575322
samp_2059,10709,3786874,60219456,samp_4354,4.696034030930897e-5
samp_2073,4248,4337595,60219456,samp_4354,1.6262925799515044e-5
samp_3937,22407,4108029,60219456,samp_4354,9.057605170297538e-5
samp_4305,1199,3905470,60219456,samp_4354,5.098108206405366e-6
samp_4344,25493,4351921,60219456,samp_4354,9.72754200832671e-5
samp_4380,21795,4773271,60219456,samp_4354,7.582352199626202e-5
samp_468,1143,4238051,60219456,samp_4354,4.478609776727801e-6
samp_471,3686,4577490,60219456,samp_4354,1.3371837761680604e-5
samp_477,4957,4344744,60219456,samp_4354,1.8946015960371152e-5
samp_481,782,3602070,60219456,samp_4354,3.605103825950693e-6
samp_507,50868,3568765,60219456,samp_4354,2.3669543589657972e-4
samp_2059,20199,3786874,93626498,samp_4355,5.6970526710855986e-5
samp_2073,12176,4337595,93626498,samp_4355,2.9981741848641937e-5
samp_3937,175876,4108029,93626498,samp_4355,4.572716740900088e-4
samp_4305,6201,3905470,93626498,samp_4355,1.695858630237275e-5
samp_4344,140456,4351921,93626498,samp_4355,3.447152634476185e-4
samp_4380,147521,4773271,93626498,samp_4355,3.3009502306068886e-4
samp_468,5894,4238051,93626498,samp_4355,1.4854059989324508e-5
samp_471,26378,4577490,93626498,samp_4355,6.154824591649473e-5
samp_477,6826,4344744,93626498,samp_4355,1.678043876973852e-5
samp_481,2351,3602070,93626498,samp_4355,6.9711062396408706e-6
samp_507,216507,3568765,93626498,samp_4355,6.479704666721372e-4
samp_2059,32849,3786874,87197224,samp_4356,9.948065566698058e-5
samp_2073,14431,4337595,87197224,samp_4356,3.81544122686554e-5
samp_3937,541834,4108029,87197224,samp_4356,0.00151262088921444
samp_4305,20343,3905470,87197224,samp_4356,5.973639829163787e-5
samp_4344,424987,4351921,87197224,samp_4356,0.0011199328496726
samp_4380,460336,4773271,87197224,samp_4356,0.00110600270402094
samp_468,19705,4238051,87197224,samp_4356,5.3322143774803825e-5
samp_471,15674,4577490,87197224,samp_4356,3.926899432826484e-5
samp_477,7754,4344744,87197224,samp_4356,2.0467224135406516e-5
samp_481,4258,3602070,87197224,samp_4356,1.3556602115988582e-5
samp_507,625357,3568765,87197224,samp_4356,0.00200958974355129
samp_2059,25473,3786874,159402048,samp_4357,4.219930938257024e-5
samp_2073,24200,4337595,159402048,samp_4357,3.500035662209085e-5
samp_3937,911691,4108029,159402048,samp_4357,0.00139225975621802
samp_4305,14666,3905470,159402048,samp_4357,2.355832873295848e-5
samp_4344,559452,4351921,159402048,samp_4357,8.064694691769975e-4
samp_4380,775354,4773271,159402048,samp_4357,0.00101903721093438
samp_468,15435,4238051,159402048,samp_4357,2.2847914150465523e-5
samp_471,27372,4577490,159402048,samp_4357,3.751329654460862e-5
samp_477,15815,4344744,159402048,samp_4357,2.2835530599398315e-5
samp_481,5966,3602070,159402048,samp_4357,1.0390518113347383e-5
samp_507,603418,3568765,159402048,samp_4357,0.00106073381320331
samp_2059,3604,3786874,14206234,samp_4358,6.699231154374478e-5
samp_2073,3061,4337595,14206234,samp_4358,4.967471293416446e-5
samp_3937,87181,4108029,14206234,samp_4358,0.00149385822129265
samp_4305,1249,3905470,14206234,samp_4358,2.2511797231647155e-5
samp_4344,49318,4351921,14206234,samp_4358,7.977108319381184e-4
samp_4380,77835,4773271,14206234,samp_4358,0.00114783608547384
samp_468,1295,4238051,14206234,samp_4358,2.1509218227853076e-5
samp_471,1938,4577490,14206234,samp_4358,2.980213684450141e-5
samp_477,3981,4344744,14206234,samp_4358,6.449841191091253e-5
samp_481,842,3602070,14206234,samp_4358,1.645435940748637e-5
samp_507,47793,3568765,14206234,samp_4358,9.426866947506344e-4
samp_2059,50482,3786874,137498464,samp_4359,9.695224069655035e-5
samp_2073,91719,4337595,137498464,samp_4359,1.537844645097011e-4
samp_3937,5420508,4108029,137498464,samp_4359,0.00959640663363206
samp_4305,44014,3905470,137498464,samp_4359,8.196334731801156e-5
samp_4344,2951383,4351921,137498464,samp_4359,0.00493226862761941
samp_4380,5345616,4773271,137498464,samp_4359,0.00814486367342791
samp_468,62551,4238051,137498464,samp_4359,1.073421356945622e-4
samp_471,48156,4577490,137498464,samp_4359,7.651122491275205e-5
samp_477,25618,4344744,137498464,samp_4359,4.288280473567975e-5
samp_481,24671,3602070,137498464,samp_4359,4.981231872597881e-5
samp_507,2420752,3568765,137498464,samp_4359,0.00493326564293272
samp_2059,22084,3786874,62717606,samp_4360,9.298382572440008e-5
samp_2073,13654,4337595,62717606,samp_4360,5.019048893279084e-5
samp_3937,579734,4108029,62717606,samp_4360,0.00225012061296916
samp_4305,12155,3905470,62717606,samp_4360,4.962404758173332e-5
samp_4344,417331,4351921,62717606,samp_4360,0.00152900945305474
samp_4380,550211,4773271,62717606,samp_4360,0.00183790772974676
samp_468,13067,4238051,62717606,samp_4360,4.916094697173637e-5
samp_471,10674,4577490,62717606,samp_4360,3.7180080158835874e-5
samp_477,5762,4344744,62717606,samp_4360,2.1145579388644932e-5
samp_481,4370,3602070,62717606,samp_4360,1.934371193774763e-5
samp_507,538318,3568765,62717606,samp_4360,0.00240509080685822
samp_2059,34890,3786874,133882456,samp_4361,6.881711211209417e-5
samp_2073,15802,4337595,133882456,samp_4361,2.7210679509552703e-5
samp_3937,424428,4108029,133882456,samp_4361,7.71697077714999e-4
samp_4305,8146,3905470,133882456,samp_4361,1.5579281657670007e-5
samp_4344,230663,4351921,133882456,samp_4361,3.958888428887368e-4
samp_4380,410328,4773271,133882456,samp_4361,6.420833242181219e-4
samp_468,7793,4238051,133882456,samp_4361,1.373456240414483e-5
samp_471,30175,4577490,133882456,samp_4361,4.923752381824792e-5
samp_477,18827,4344744,133882456,samp_4361,3.236631524585961e-5
samp_481,5470,3602070,133882456,samp_4361,1.1342571023394684e-5
samp_507,164654,3568765,133882456,samp_4361,3.4461221244256007e-4
samp_2059,3271711,3786874,167325226,samp_4362,0.00516336300492627
samp_2073,100381,4337595,167325226,samp_4362,1.3830602446971793e-4
samp_3937,1238006,4108029,167325226,samp_4362,0.00180105853791287
samp_4305,1682177,3905470,167325226,samp_4362,0.00257416845701618
samp_4344,723550,4351921,167325226,samp_4362,9.936332697833628e-4
samp_4380,1431491,4773271,167325226,samp_4362,0.00179230167110723
samp_468,920391,4238051,167325226,samp_4362,0.00129791055539888
samp_471,76294,4577490,167325226,samp_4362,9.960968358414044e-5
samp_477,34498,4344744,167325226,samp_4362,4.74535060645077e-5
samp_481,11421,3602070,167325226,samp_4362,1.894918618430575e-5
samp_507,741895,3568765,167325226,samp_4362,0.00124240466354511
samp_2059,8724,3786874,23274672,samp_4363,9.898086216514866e-5
samp_2073,2995,4337595,23274672,samp_4363,2.9666359670025103e-5
samp_3937,7144,4108029,23274672,samp_4363,7.47178515699663e-5
samp_4305,3688,3905470,23274672,samp_4363,4.0572711878858125e-5
samp_4344,5396,4351921,23274672,samp_4363,5.327302629570798e-5
samp_4380,7658,4773271,23274672,samp_4363,6.893117804649498e-5
samp_468,2149,4238051,23274672,samp_4363,2.1786459919083887e-5
samp_471,6529,4577490,23274672,samp_4363,6.128239009521706e-5
samp_477,2837,4344744,23274672,samp_4363,2.805508405939123e-5
samp_481,326,3602070,23274672,samp_4363,3.888498021962935e-6
samp_507,7083,3568765,23274672,samp_4363,8.52738205861027e-5
samp_2059,3587889,3786874,257292260,samp_4364,0.00368240389914389
samp_2073,96447,4337595,257292260,samp_4364,8.641974928543542e-5
samp_3937,602363,4108029,257292260,samp_4364,5.698992232847558e-4
samp_4305,2450963,3905470,257292260,samp_4364,0.00243913999412698
samp_4344,363518,4351921,257292260,samp_4364,3.2465208436061667e-4
samp_4380,504666,4773271,257292260,samp_4364,4.109237408766272e-4
samp_468,1292783,4238051,257292260,samp_4364,0.00118558509875884
samp_471,74353,4577490,257292260,samp_4364,6.313124734800041e-5
samp_477,39422,4344744,257292260,samp_4364,3.526531274987062e-5
samp_481,9639,3602070,257292260,samp_4364,1.04004734625119e-5
samp_507,562554,3568765,257292260,samp_4364,6.12660025041463e-4
samp_2059,4558,3786874,29700134,samp_4365,4.0526122880383994e-5
samp_2073,2112,4337595,29700134,samp_4365,1.63940594441272e-5
samp_3937,4810,4108029,29700134,samp_4365,3.9423317425399013e-5
samp_4305,432,3905470,29700134,samp_4365,3.724363244319915e-6
samp_4344,3359,4351921,29700134,samp_4365,2.5987864400054797e-5
samp_4380,6059,4773271,29700134,samp_4365,4.2739206212357105e-5
samp_468,281,4238051,29700134,samp_4365,2.232449957354907e-6
samp_471,2573,4577490,29700134,samp_4365,1.892578809901228e-5
samp_477,2927,4344744,29700134,samp_4365,2.268298061012496e-5
samp_481,484,3602070,29700134,samp_4365,4.52412717444436e-6
samp_507,2696,3568765,29700134,samp_4365,2.543569027988057e-5
samp_2059,15899,3786874,60762720,samp_4366,6.909581561787513e-5
samp_2073,4363,4337595,60762720,samp_4366,1.6553849667034338e-5
samp_3937,94327,4108029,60762720,samp_4366,3.778899264849116e-4
samp_4305,5737,3905470,60762720,samp_4366,2.4175437225254165e-5
samp_4344,88416,4351921,60762720,samp_4366,3.343587197572801e-4
samp_4380,434505,4773271,60762720,samp_4366,0.00149810233170276
samp_468,4877,4238051,60762720,samp_4366,1.8938665367592228e-5
samp_471,5706,4577490,60762720,samp_4366,2.0514793823122288e-5
samp_477,6301,4344744,60762720,samp_4366,2.386756318566411e-5
samp_481,2308,3602070,60762720,samp_4366,1.0544996735955404e-5
samp_507,135852,3568765,60762720,samp_4366,6.264852911712522e-4
samp_2059,33081,3786874,73733798,samp_4367,1.1847621449068588e-4
samp_2073,7835,4337595,73733798,samp_4367,2.449759194572062e-5
samp_3937,89186,4108029,73733798,samp_4367,2.944398451245557e-4
samp_4305,15497,3905470,73733798,samp_4367,5.3815542434138993e-5
samp_4344,95036,4351921,73733798,samp_4367,2.961696424094964e-4
samp_4380,207539,4773271,73733798,samp_4367,5.896808484611405e-4
samp_468,10215,4238051,73733798,samp_4367,3.268929749337633e-5
samp_471,11773,4577490,73733798,samp_4367,3.4881337956973144e-5
samp_477,7793,4344744,73733798,samp_4367,2.432617794566297e-5
samp_481,1740,3602070,73733798,samp_4367,6.551345373215641e-6
samp_507,172614,3568765,73733798,samp_4367,6.559813024831141e-4
samp_2059,48803,3786874,142654498,samp_4368,9.034002254928128e-5
samp_2073,9382,4337595,142654498,samp_4368,1.516215594683107e-5
samp_3937,120826,4108029,142654498,samp_4368,2.0617757515655055e-4
samp_4305,21074,3905470,142654498,samp_4368,3.782580677945845e-5
samp_4344,131130,4351921,142654498,samp_4368,2.1122026751207347e-4
samp_4380,315813,4773271,142654498,samp_4368,4.6379754067277945e-4
samp_468,13579,4238051,142654498,samp_4368,2.2460330361024583e-5
samp_471,9821,4577490,142654498,samp_4368,1.503982687235486e-5
samp_477,13257,4344744,142654498,samp_4368,2.1389251857972227e-5
samp_481,2541,3602070,142654498,samp_4368,4.945008550650145e-6
samp_507,243232,3568765,142654498,samp_4368,4.77768255078932e-4
samp_2059,3394,3786874,29757036,samp_4369,3.0119052981389327e-5
samp_2073,1982,4337595,29757036,samp_4369,1.535553598662539e-5
samp_3937,12760,4108029,29757036,samp_4369,1.043824541086168e-4
samp_4305,525,3905470,29757036,samp_4369,4.517480919533814e-6
samp_4344,12007,4351921,29757036,samp_4369,9.271795350241156e-5
samp_4380,69607,4773271,29757036,samp_4369,4.900576286246771e-4
samp_468,412,4238051,29757036,samp_4369,3.266941569404216e-6
samp_471,2434,4577490,29757036,samp_4369,1.786913374022288e-5
samp_477,3880,4344744,29757036,samp_4369,3.001082007195887e-5
samp_481,1076,3602070,29757036,samp_4369,1.0038537660173136e-5
samp_507,16259,3568765,29757036,samp_4369,1.5310388452323843e-4
samp_2059,31635,3786874,257473340,samp_4370,3.2445518348625726e-5
samp_2073,18744,4337595,257473340,samp_4370,1.678344111419098e-5
samp_3937,243222,4108029,257473340,samp_4370,2.2995194522939865e-4
samp_4305,9733,3905470,257473340,samp_4370,9.67923759267552e-6
samp_4344,283143,4351921,257473340,samp_4370,2.526926206068886e-4
samp_4380,1138669,4773271,257473340,samp_4370,9.265079251223672e-4
samp_468,10060,4238051,257473340,samp_4370,9.219333709151962e-6
samp_471,47830,4577490,257473340,samp_4370,4.05826787152825e-5
samp_477,24524,4344744,257473340,samp_4370,2.192274077095056e-5
samp_481,8499,3602070,257473340,samp_4370,9.16396483716966e-6
samp_507,500213,3568765,257473340,samp_4370,5.443832531993345e-4
samp_2059,1660,3786874,7482482,samp_4371,5.858434141776688e-5
samp_2073,762,4337595,7482482,samp_4371,2.347795635563986e-5
samp_3937,1353,4108029,7482482,samp_4371,4.4016815070399784e-5
samp_4305,59,3905470,7482482,samp_4371,2.018984685705694e-6
samp_4344,1428,4351921,7482482,samp_4371,4.3853223625705175e-5
samp_4380,2210,4773271,7482482,samp_4371,6.187717830900327e-5
samp_468,48,4238051,7482482,samp_4371,1.5136636371861549e-6
samp_471,1695,4577490,7482482,samp_4371,4.948762566317509e-5
samp_477,474,4344744,7482482,samp_4371,1.4580367439600387e-5
samp_481,179,3602070,7482482,samp_4371,6.6413321641678434e-6
samp_507,2447,3568765,7482482,samp_4371,9.163688916465328e-5
samp_2059,18386,3786874,121744818,samp_4372,3.988007035852799e-5
samp_2073,9464,4337595,121744818,samp_4372,1.7921536753063183e-5
samp_3937,129380,4108029,121744818,samp_4372,2.586920969753507e-4
samp_4305,5725,3905470,121744818,samp_4372,1.2040699009104636e-5
samp_4344,163609,4351921,121744818,samp_4372,3.087988699386122e-4
samp_4380,514432,4773271,121744818,samp_4372,8.852407534600879e-4
samp_468,6538,4238051,121744818,samp_4372,1.2671506562327046e-5
samp_471,17946,4577490,121744818,samp_4372,3.2202513756131205e-5
samp_477,14643,4344744,121744818,samp_4372,2.7683142320398734e-5
samp_481,4865,3602070,121744818,samp_4372,1.1093796918928944e-5
samp_507,315352,3568765,121744818,samp_4372,7.258170299775768e-4
samp_2059,26712,3786874,186423702,samp_4373,3.7837673288897945e-5
samp_2073,17202,4337595,186423702,samp_4373,2.1273003706839785e-5
samp_3937,88009,4108029,186423702,samp_4373,1.1491916391283288e-4
samp_4305,6163,3905470,186423702,samp_4373,8.464820120603206e-6
samp_4344,109764,4351921,186423702,samp_4373,1.3529376858163113e-4
samp_4380,465777,4773271,186423702,samp_4373,5.234326626247347e-4
samp_468,5563,4238051,186423702,samp_4373,7.041120120246468e-6
samp_471,47611,4577490,186423702,samp_4373,5.5792878855882347e-5
samp_477,21886,4344744,186423702,samp_4373,2.7020978680542957e-5
samp_481,5558,3602070,186423702,samp_4373,8.276853460042879e-6
samp_507,199558,3568765,186423702,samp_4373,2.9995082708066074e-4
samp_2059,6007,3786874,41265420,samp_4374,3.844063092055426e-5
samp_2073,6214,4337595,41265420,samp_4374,3.471650359431906e-5
samp_3937,166902,4108029,41265420,samp_4374,9.845590542222145e-4
samp_4305,2861,3905470,41265420,samp_4374,1.775244933980263e-5
samp_4344,151226,4351921,41265420,samp_4374,8.42091322756038e-4
samp_4380,1376283,4773271,41265420,samp_4374,0.00698723554378176
samp_468,3343,4238051,41265420,samp_4374,1.91154236773892e-5
samp_471,10900,4577490,41265420,samp_4374,5.770491743975009e-5
samp_477,5588,4344744,41265420,samp_4374,3.1167784727173583e-5
samp_481,2893,3602070,41265420,samp_4374,1.946301043981764e-5
samp_507,180042,3568765,41265420,samp_4374,0.00122255838305888
samp_2059,2495,3786874,11659060,samp_4375,5.651011063085953e-5
samp_2073,2348,4337595,11659060,samp_4375,4.642859652072648e-5
samp_3937,32952,4108029,11659060,samp_4375,6.879941427837228e-4
samp_4305,1675,3905470,11659060,samp_4375,3.678561049386247e-5
samp_4344,42936,4351921,11659060,samp_4375,8.462078346453751e-4
samp_4380,93299,4773271,11659060,samp_4375,0.00167647607393614
samp_468,1745,4238051,11659060,samp_4375,3.5315528946620306e-5
samp_471,3952,4577490,11659060,samp_4375,7.405015883827332e-5
samp_477,2094,4344744,11659060,samp_4375,4.133795117072577e-5
samp_481,696,3602070,11659060,samp_4375,1.6572710883275893e-5
samp_507,85174,3568765,11659060,samp_4375,0.00204703635201767
samp_2059,9073,3786874,72422624,samp_4376,3.308230792659236e-5
samp_2073,8897,4337595,72422624,samp_4376,2.8321766305595075e-5
samp_3937,297619,4108029,72422624,samp_4376,0.00100035211878271
samp_4305,6728,3905470,72422624,samp_4376,2.378693143085217e-5
samp_4344,298042,4351921,72422624,samp_4376,9.456321083181694e-4
samp_4380,2241179,4773271,72422624,samp_4376,0.00648315188931671
samp_468,7835,4238051,72422624,samp_4376,2.5526928747521797e-5
samp_471,7473,4577490,72422624,samp_4376,2.254204549834454e-5
samp_477,12281,4344744,72422624,samp_4376,3.9029706299077725e-5
samp_481,5908,3602070,72422624,samp_4376,2.2647177413825437e-5
samp_507,418951,3568765,72422624,samp_4376,0.00162095524625211
samp_2059,12833,3786874,73850524,samp_4377,4.588743242420886e-5
samp_2073,10005,4337595,73850524,samp_4377,3.123305832426792e-5
samp_3937,122665,4108029,73850524,samp_4377,4.043277799762581e-4
samp_4305,5482,3905470,73850524,samp_4377,1.900693738181093e-5
samp_4344,184068,4351921,73850524,samp_4377,5.727217933133125e-4
samp_4380,308054,4773271,73850524,samp_4377,8.738908241803734e-4
samp_468,6695,4238051,73850524,samp_4377,2.1390986890264835e-5
samp_471,13976,4577490,73850524,samp_4377,4.1342992304878496e-5
samp_477,12217,4344744,73850524,samp_4377,3.8075603932244685e-5
samp_481,4165,3602070,73850524,samp_4377,1.5657026125959868e-5
samp_507,381720,3568765,73850524,samp_4377,0.00144834953088595
samp_2059,2540,3786874,10679236,samp_4378,6.280766925876598e-5
samp_2073,1838,4337595,10679236,samp_4378,3.967859845000721e-5
samp_3937,104485,4108029,10679236,samp_4378,0.00238166273903461
samp_4305,1414,3905470,10679236,samp_4378,3.390282744955404e-5
samp_4344,84662,4351921,10679236,samp_4378,0.00182166006050039
samp_4380,1012115,4773271,10679236,samp_4378,0.01985516888057905
samp_468,1635,4238051,10679236,samp_4378,3.612529433881356e-5
samp_471,1073,4577490,10679236,samp_4378,2.194987916012197e-5
samp_477,1394,4344744,10679236,samp_4378,3.0044044567881296e-5
samp_481,970,3602070,10679236,samp_4378,2.5216186150653835e-5
samp_507,77237,3568765,10679236,samp_4378,0.0020265963761105
samp_2059,64344,3786874,206833034,samp_4379,8.214994896005686e-5
samp_2073,72714,4337595,206833034,samp_4379,8.104927486582623e-5
samp_3937,4929936,4108029,206833034,samp_4379,0.00580213564837491
samp_4305,47637,3905470,206833034,samp_4379,5.897272482265687e-5
samp_4344,3925425,4351921,206833034,samp_4379,0.00436099690446691
samp_4380,44508858,4773271,206833034,samp_4379,0.04508275593634827
samp_468,61289,4238051,206833034,samp_4379,6.991920058239803e-5
samp_471,41258,4577490,206833034,samp_4379,4.357735482288942e-5
samp_477,36086,4344744,206833034,samp_4379,4.0156388760098074e-5
samp_481,38633,3602070,206833034,samp_4379,5.185449190047787e-5
samp_507,3419912,3568765,206833034,samp_4379,0.00463315764502743
samp_2059,2167,3786874,11548942,samp_4380,4.9549109746752494e-5
samp_2073,1235,4337595,11548942,samp_4380,2.4653339573594096e-5
samp_3937,23553,4108029,11548942,samp_4380,4.964443027270968e-4
samp_4305,611,3905470,11548942,samp_4380,1.3546456410012306e-5
samp_4344,18897,4351921,11548942,samp_4380,3.759842560982757e-4
samp_4380,267888,4773271,11548942,samp_4380,0.00485953783423348
samp_468,437,4238051,11548942,samp_4380,8.928388060954832e-6
samp_471,2426,4577490,11548942,samp_4380,4.58903311935096e-5
samp_477,458,4344744,11548942,samp_4380,9.127652246521302e-6
samp_481,337,3602070,11548942,samp_4380,8.100942549941778e-6
samp_507,16479,3568765,11548942,samp_4380,3.99825696506782e-4
samp_2059,111115,3786874,201685988,samp_4381,1.4548429320895937e-4
samp_2073,156491,4337595,201685988,samp_4381,1.7888117511424123e-4
samp_3937,10451455,4108029,201685988,samp_4381,0.01261442698398035
samp_4305,95322,3905470,201685988,samp_4381,1.2101636753661018e-4
samp_4344,8557615,4351921,201685988,samp_4381,0.00974980689297649
samp_4380,111353359,4773271,201685988,samp_4381,0.11566754110266016
samp_468,120447,4238051,201685988,samp_4381,1.40913980148739e-4
samp_471,75497,4577490,201685988,samp_4381,8.177613176732512e-5
samp_477,68023,4344744,201685988,samp_4381,7.76275469403475e-5
samp_481,79537,3602070,201685988,samp_4381,1.0948164919233063e-4
samp_507,7335720,3568765,201685988,samp_4381,0.01019175718700842
samp_2059,107070,3786874,227482388,samp_4382,1.2429085309693968e-4
samp_2073,114215,4337595,227482388,samp_4382,1.1575143022319063e-4
samp_3937,8022073,4108029,227482388,samp_4382,0.00858430876763726
samp_4305,70540,3905470,227482388,samp_4382,7.939887895640957e-5
samp_4344,6388395,4351921,227482388,samp_4382,0.00645301952896635
samp_4380,82201482,4773271,227482388,samp_4382,0.07570346831324376
samp_468,89514,4238051,227482388,samp_4382,9.28489521983542e-5
samp_471,70709,4577490,227482388,samp_4382,6.790464959044582e-5
samp_477,60435,4344744,227482388,samp_4382,6.114719728247705e-5
samp_481,60609,3602070,227482388,samp_4382,7.396686152386993e-5
samp_507,5420883,3568765,227482388,samp_4382,0.00667735251379159
samp_2059,69925,3786874,180455710,samp_4383,1.0232482045477665e-4
